name,restaurants_url,telephone,street,street_number,city,postal_code,rating,number_ratings
UPDATE: Fabryka Pizzy API,,717071411,Rybacka,9,Wrocław,53-656,0,0
Robin Bar,,539320297,Ruska,51B,Wrocław,50-079,4.4,29
So! Coffee,,793954551,Świdnicka,1,Wrocław,50-064,4.7,48
Automated DifferentPrice,,1234567890,Teststreet,123,Wroclaw,88-888,0,0
MAX Premium Burgers,,717337585,Sucha,1,Wrocław,50-086,4.1,243
Sevi Kebab Arkady Wrocławskie,,669983137,Powstańców Śląskich,2-4,Wrocław,53-333,4.1,69
Update: Pizza Hut 2,,717071411,Rybacka,9,Wrocław,88-888,0,0
Falla,,733004101,Stawowa,4,Wrocław,50-018,4.5,641
Mani To Go,,668956656,Szewska,59/60,Wrocław,50-529,4.6,130
U Gruzina Bogusławskiego,,577811022,Wojciecha Bogusławskiego,35,Wrocław,50-024,4.8,828
Automated DiscountTest,,1234567890,Teststreet,123,Wroclaw,88-888,0,0
Chicken Strips Tęczowa 3,chicken-strips-ryneczek-jemiolowa-wroclaw.pl,669 312 880,Tęczowa,3,Wrocław,53-601,4.8,256
Domowe pierogi u Marysi,,733828211,Komandorska,2,Wrocław,50-019,4.8,194
Izi Street Food,,48729061777,Wielka,28,Wrocław,53-341,4.5,16
Grill Brothers,,570352867,Pl. Solny,20,Wrocław,50-062,4.5,106
Sergio Mandini,,793252262,Bogusławskiego,47,Wrocław,50-023,4.7,102
The Root,,731 434 800,Krupnicza,3/1D,Wrocław,50-075,4.8,47
Pieczone,pieczone-wroclaw.pl,575231606,Nowowiejska,47A,Wrocław,50-315,4.7,604
Pizza Kieliszki Butelki,,536212223,Igielna,11,Wrocław,50-113,4.1,41
Curry Zone,curryzone.pl,727828111,Sucha,1,Wrocław,50-086,4.6,347
Strips & Burger,,724066499,Drukarska,26,Wrocław,53-308,5,176
Rynek Kebab,,663115129,Kazimierza Wielkiego,9,Wrocław,50-077,4.4,106
Sevi Kebab,,505068976,Sucha,1,Wrocław,50-086,4.5,77
Deccan Kebab,,739669695,Trzebnicka,40,Wrocław,50-231,3.6,117
UPDATE: Sphinx API 3,,123456789,Rybacka,9,Wrocław,88-888,0,0
Soup Culture Wrocław,,796722958,Świdnicka,43,Wrocław,50-215,4.8,36
Manufaktura Pizzy i Chleba,,798815775,wyspa Słodowa,10,Wrocław,50-266,4.7,69
Sultan Express,,888500247,Jedności Narodowej,62,Wrocław,50-260,4.5,41
Pizzatopia,,884206580,Świdnicka,6A/8A,Wrocław,50-067,4.6,523
Wrocław Kebab i Pizza,,500770450,Wita Stwosza,44,Wrocław,50-438,4.4,61
Bar Orientalny Com Viet,,579 127 943,Henryka Pobożnego,8,Wrocław,50-241,4.4,331
MAX Premium Burgers,,71 661 29 48,plac Dominikański,3,Wrocław,50-159,3.4,514
So! Coffee,,791437179,Sucha,1,Wrocław,50-086,4.8,32
Sushi Lovers Rynek,,71 716 22 27,Odrzańska,20,Wrocław,50-114,4.2,112
Africano Shisha Bar,,713696834,Łaciarska,28,Wrocław,50-146,5,5
Chaplin,,788281001,Świętego Wincentego,41,Wrocław,50-253,4.7,9
Woosabi,,713419983,Pawła Włodkowica,21,Wrocław,50-072,4.7,736
Verona,,713442675,Pl. Nowy Targ,22/23,Wrocław,50-144,3.7,33
Moon Kebab,,883729970,Jedności Narodowej,63,Wrocław,50-262,4.5,192
Bar Orientalny Kim Ngan,,713432516,Widok,2/4,Wrocław,50-052,4.6,362
Chopper Bar,,713443781,Kotlarska,42,Wrocław,50-151,4.2,69
Dzika Gastronomia,,729830273,Tęczowa 83x/3,83x/3,Wrocław,53-601,4.5,50
North Fish,,885800196,Sucha,1,Wrocław,50-086,4.3,102
UPDATE: Chłopskie Jadło API 3,,123456789,Rybacka,9,Wrocław,88-888,0,0
Express Oriental,,502021210,Powstańców Śląskich,2-4,Wrocław,53-333,4.7,6
Ember Kebab,,721374693,Ruska,61,Wrocław,50-079,4.5,6
Czarna Magia Cafe,,713666537,Kiełbaśnicza,2,Wrocław,50-108,4.5,24
Yummy Place,yummyplace.pl,884644977,Komuny Paryskiej,45/2U,Wrocław,50-451,4.3,267
Fabryka Smaków,,883714716,Piłsudskiego,105,Wrocław,50-085,4.3,169
Swojska Chatka,,783831140,Piłsudskiego ( dworzec PKP ),105,Wrocław,50-085,4.2,87
North Fish,,664998244,Plac Dominikański,3,Wrocław,50-159,4.3,51
z Pasją,,535976464,Jedności Narodowej,104/1U1,Wrocław,50-301,4.8,37
OLIO BISTRO&CAFFE,,71 776 62 62,Powstańców Śląskich,2-4,Wrocław,53-333,0,0
Setka,,733407407,Kazimierza Wielkiego,50a,Wrocław,50-077,3.6,74
Bar Orientalny Kim Anh,,729673205,Bogusławskiego,29,Wrocław,50-023,4.8,160
Salad Story,,537572506,Sucha,1,Wrocław,50-086,4.4,211
Sushi Room,sushi-room-wroclaw.pl,884668133,Ruska,51B,Wrocław,50-079,4.6,9
Pod Papugami,,713439275,Sukiennice,9A,Wrocław,50-107,4.8,26
Dwór Polski,,713724896,Rynek,5,Wrocław,50-108,4.5,48
Bar Pierożek,barpierozekwroclaw.pl,510 508 306,Sądowa,7/1a,Wrocław,50-046,4.7,895
WrapMe!,,533379377,Sucha,1,Wrocław,50-086,4.2,101
Jaffa Bar&Market,,578 000 496,Plac Solny,14,Wrocław,50-062,4.5,158
Sorrir,,503099817,Kotlarska,25,Wrocław,50-120,4.7,20
The Pancake Place,,793063477,Więzienna,1/4,Wrocław,50-118,4.7,127
Wieprzowina w Bułce,,794515248,Piłsudskiego,116,Wrocław,50-020,3.9,6
Monster Cook Nadodrze,monster-cook-nadodrze.pl,881229666,Jedności Narodowej,49,Wrocław,50-260,4.8,1138
Express Oriental,,531919195,Plac Dominikański,3,Wrocław,50-159,4.9,44
Izakaya Sushi,,509 777 767,Wita Stwosza,3,Wrocław,50-148,4.6,342
Makarun,,575000587,",Długa",37/47,Wrocław,53-633,4.3,267
Amalfi Cucina Moderna,,508 390 277,Więzienna,21,Wrocław,50-118,2.4,4
Sevi Kebab Galeria Dominikańska,,531919195,plac Dominikański,3,Wrocław,50-159,4.2,157
Palarnia Paloma,,572 915 014,Plac Solny,8/9,Wrocław,50-061,4.9,27
WrapMe!,,883161141,Plac Dominikański,3,Wrocław,50-159,0,0
Na pokuszenie,,721 285 799,Bogusławskiego,39,Wrocław,50-023,0,0
Mango Mama Nadodrze,,883004007,Jedności Narodowej,77,Wrocław,50-262,4.6,4741
Piekarnia Gruzińska u Koki,,780621339,Kuźnicza,25,Wrocław,50-147,0,0
Pizzeria Simon Szczepin,,48574000473,Zielonogórska,12,Wrocław,53-617,0,0
Tandyr House,,538 309 903,Piłsudskiego,79,Wrocław,50-019,0,0
Pha Tha Thai,,534798863,Więzienna,5b,Wrocław,50-118,4.2,813
Bar Orientalny Minh Anh,,504376410,Bolesława Drobnera,6/1b,Wrocław,50-257,4.6,1573
Pół Kilo Kebab,,48452616532,Radosna,38,Wrocław,53-336,4.4,12
Panteon Pizza,,48570107184,Władysława Jagiełły,3/4,Wrocław,50-201,4.8,7
Cegielnia,,884003891,Świdnicka,5/1B,Wrocław,50-438,4.8,8
Restauracja Tequilarnia,,516414909,Rynek,22,Wrocław,50-101,3.4,3
Pierogarnia Stary Młyn,,71 302 73 62,Rynek,29,Wrocław,50-114,3.6,27
